Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese	
Text.DLC05.Cutscene.SPEscape.N	"Ем… до зустрічі, мужній лицарю!"	"Ähm … man sieht sich, tapferer Ritter!"	"Ahem... À la prochaine, brave chevalier !"	"Eh... ¡te estoy viendo, oh valiente caballero!"	"Гм… увидимся, храбрый рыцарь!"	"Ehm... ci vediamo, cavaliere impavido!"	呃......回见， 勇敢的骑士！	えーっと…さらばだ、勇敢なる騎士よ！	
Text.DLC05.Cutscene.SPEscape.O	Божечки…	Meine Güte …	Bon sang...	Madre mía...	О боже…	Oh cavolo...	天呐......	なんてこった…	
Text.DLC05.Cutscene.SPEscape.P	Хто поборить… це	Wer auch immer … das da besiegt …	Le premier qui bat... cette chose...	Quien derrote... eso...	Кто их сразит… тот…	Chiunque sconfigga... quel coso	击败它的人......	「あれ」を倒したものには…	
Text.DLC05.Cutscene.SPEscape.Q	Збереже свій дозвіл на безплатний обід	bekommt weiterhin ein kostenloses Mittagessen.	Conserve son droit aux déjeuners gratuits.	Podrá seguir teniendo comidas gratis.	Сохранит за собой бесплатные обеды	Potrà conservare il proprio ticket per il pranzo gratuito	都将继续获得免费午餐	無料昼食券を進呈しよう	
									
Text.DLC05.Cutscene.SPEscape.R	Якщо хтось питатиме…	Falls jemand fragt …	Si quelqu'un demande...	Si alguien pregunta...	Если кто-нибудь спросит…	Se qualcuno lo chiede...	如果有人询问奖赏的话......	そちらがその気なら…	
Text.DLC05.Cutscene.SPEscape.S	"Я сміло боровся, добре?"	"Ich habe mich tapfer zur Wehr gesetzt, okay?"	"J'ai résisté jusqu'au bout, hein ?"	"Me he resistido mucho, ¿vale?"	"Скажи, что я сражался яростнее, ладно?"	"Ho opposto più resistenza di così, ok?"	谁敢出战， 我有重赏？	こちらも抵抗させてもらう、いいな？	
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Achievement Name	Що за лицар!	"Oh, wie ritterlich!"	Quel preux chevalier !	¡Qué caballero!	Каков рыцарь!	Oh che bel castello!	骑士真威风！	騎士の誉れも高く	
Achievement Description	Втечіть із «Підземелля та липка стрічка» будь-яким чином.	Entkomme Dungeons And Duct Tape mit allen Mitteln.	S'échapper de Dungeons And Duct Tape par n'importe quel moyen	Escapa de Cintas y mazmorras como sea.	Сбежать из тюрьмы «Dungeons and Duct Tape» любым способом	Evadi da Dungeons And Duct Tape in qualunque modo	使用任意方式逃离“地牢和胶带”	何らかの手段で「おんぼろ監獄城」を脱獄する。 	
Achievement Name	Просто подряпина	Ist nur ein Kratzer	C'est juste une égratignure	Es solo un rasguño	Это просто царапина	È solo un graffietto	微不足道	ただのかすり傷さ	
Achievement Description	Виконайте унікальну втечу для одного гравця.	Schließe die einzigartige Einzelspielerflucht ab.	Terminer l'évasion unique en solo	Completa la fuga en modo individual.	Совершить уникальный побег в режиме одиночной игры	Completa l’evasione per giocatore singolo	完成独特的单人逃脱	シングルプレイで特殊な脱獄に成功する。 	
Achievement Name	Облога дня	Belagerungsspaß	Jour de siège	Día del asedio	Осадных дел мастер	Cogli l’assedio	围攻之日	城落とし	
Achievement Description	Виконайте унікальну втечу для багатьох гравців.	Schließe die einzigartige Mehrspielerflucht ab.	Terminer l'évasion unique en multijoueur	Completa la fuga en modo multijugador.	Совершить уникальный побег в режиме сетевой игры	Completa l’evasione multigiocatore	完成独特的多人逃脱	マルチプレイで特殊な脱獄に成功する。 	
Achievement Name	"Йоу, бро, я чув, шо ти любиш виставки"	"Hab gehört, du magst Ausstellungen"	"Yo, man, il paraît que t'aimes les expos"	He oído que te gustan las exhibiciones.	"Йоу, чувак, я слышал, ты любишь выставки"	"Yo Dawg, so che ti piacciono i reperti"	伙计， 听说你喜欢展览	あんた、歴史好きなんだって？	
Achievement Description	Виконайте доручення «Його місце в музеї».	Schließe die „Das gehört in ein Museum“-Quest ab.	"Terminer la quête ""Sa place est dans un musée ! """	Completa la misión “¡Pertenece al museo!”.	Выполнить задание «Это собственность музея!»	"Yo Dawg, so che ti piacciono i reperti"	完成“它属于博物馆”任务	クエスト「歴史オタク」を完了させる。	
Achievement Name	До античности й далі	Bis zur Antike und noch viel weiter	Vers l'antiquité et au-delà	A la antigüedad y más allá	Древнее древности	Verso l’antico e oltre	致过去与将来	古代より永遠に	
Achievement Description	Виконайте доручення «Вдячний навіки».	Schließe die „Für immer dankbar“-Quest ab.	"Terminer la quête ""Reconnaissance éternelle"""	Completa la misión “Agradecimiento eterno”.	Выполнить задание «Вечная благодарность»	Completa la missione “Eterna gratitudine”	完成“感激不尽”任务	クエスト「永遠の感謝」を完了させる。	
Achievement Name	Роял-флеш	Ganz royal	Quinte flush royale	Como un rey	Королевский флеш	Scala reale	皇家同花顺	ロイヤルフラッシュ	
Achievement Description	Сядьте на королівський трон.	Benutze den königlichen Thron.	Utiliser le trône royal	Usa el trono real.	Использовать королевский трон	Usa il Trono reale	使用皇家王座	王座にすわる。	
									
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////									
									
Text.DLC05.Cutscene.DYNEscape.A	"Що ж, це так приємно… "	"Na, das ist erfreulich … "	Voilà qui n'est pas désagréable... 	"Bueno, qué bien... "	"Что ж, это приятно... "	"Beh, che piacevole sorpresa... "	可喜可贺...... 	おお、これは楽しいな…	
Text.DLC05.Cutscene.DYNEscape.B	Вдалося!	Wir haben es geschafft!	On a réussi !	¡Lo logramos!	Нам удалось!	Ce l’abbiamo fatta!	我们做到了！	やったぞ！	
Text.DLC05.Cutscene.DYNEscape.C	"Хіба це все не чарівно, га?!"	"Wie gefällt euch das, hm?!"	Qu'est-ce que vous dites de ça ?!	"¡¿Qué!? Te ha gustado, ¿eh?"	А как вам это понравится?!	"Avete visto che roba, eh?!"	感觉怎么样？！	おい、どんな気分だ？！	
Text.DLC05.Cutscene.DYNEscape.D	БІЖИ!	LAUFT!	COUREZ !	¡CORRED!	БЕГИТЕ!	CORRETE!	跑！	逃げろ！	
									
Text.DLC05.Cutscene.GENEscape.A	"Файно, тож залишаємось в образі, гаразд?"	"Okay, wir müssen hierfür authentisch bleiben, ja?"	"Bon, on reste dans le personnage, hein ?"	"No nos salgamos del papel, ¿vale?"	"Выходить из роли пока нельзя, ясно?"	"Allora, restiamo nei personaggi, ok?"	那我们继续演下去？	よし、やるからには騎士になりきろう	
Text.DLC05.Cutscene.GENEscape.B	Речі та мова мають пасувати добі	Nur Ausdrücke und Gegenstände aus dem Zeitalter.	On se limite aux objets et au langage d'époque.	Vamos a usar lenguaje y objetos de la época.	Нужно использовать только язык и предметы той эпохи.	Oggetti e linguaggio rigorosamente d’epoca.	语言和物品与时代很契合。 	古風なしゃべり方とか、道具とか	
Text.DLC05.Cutscene.GENEscape.C	І знов настала наша стріча	Erneut treffen wir aufeinander.	Nous voilà à nouveau réunis.	Disfrutemos de nuestra mutua compañía una vez más.	И вновь мы оказались в обществе друг друга.	"Una volta ancor, ci riuniamo per goder della reciproca compagnia."	我们又见面了。 	今再び、こうして貴殿と道を交えた	
Text.DLC05.Cutscene.GENEscape.D	Я взиваю тебе на двобій!	Ich fordere Euch zu einem Duell heraus!	Je vous défie en duel !	¡Te reto a un duelo!	Я вызываю вас на дуэль!	"Messere, sfido voi a singolar tenzone!"	我向你发出挑战！	貴殿に決闘を申し込むッ！	
Text.DLC05.Cutscene.GENEscape.E	Ох, втім ти чахлий недруг!	Ihr seid ein schwacher Gegner!	Quel piètre adversaire !	¡Qué enemigos tan enclenques!	"О, но вы ведь слабый противник!"	"Ah, tal pavido nemico voi siete!"	你不堪一击！	ふん、貴様など取るに足りんッ！	
Text.DLC05.Cutscene.GENEscape.F	Га?..	Häh? …	Hum ?	¿Eh...?	Э?	Eh?...	啊？	は？…	
Text.DLC05.Cutscene.GENEscape.G	А-а-а-а-а-а!	Aaaarghhh!	Aaaarghhh !	¡Aaaarghhh!	А-а-а-а-а-а!	Aaaarghhh!	啊！	うわああああっ！	
Text.DLC05.Cutscene.GENEscape.H	Що за?!	Was zum?!	Que... ?!	¡¿Qué...?!	Что за?!	Ma cosa...?!	什么？！	なんだなんだ？！	
Text.DLC05.Cutscene.GENEscape.I	Сталевий кінь бреде крізь ту діброву?!	Ein Metallpferd bricht durch jenes Holz in der Ferne?!	Serait-ce un cheval de fer ?!	¡¿Un caballo de metal entre esas maderas rotas?!	Металлическая лошадь пробивается чрез сие древо?!	Qual ferreo destriero erompe da tale legno?!	一匹金属马穿过了那边的木墙？！	あの裂け目から鉄の馬が？！	
Text.DLC05.Cutscene.GENEscape.J	Ох, та облиш…	"Ach, Schluss damit …"	"Oh, laissons tomber..."	"Oh, déjalo estar..."	"Ох, да брось это..."	"Oh, fatela finita..."	让它休息一下......	ああ、休ませてやろう…	
									
Text.DLC05.Cutscene.MPEscape.A	Усі готові?	Sind alle bereit?	Tout le monde est prêt ?	¿Todo el mundo está listo?	Все готовы?	Siete tutti pronti?	都准备好了吗？	みんな準備は？	
Text.DLC05.Cutscene.MPEscape.B	Не забувай, що ми то збудували власноруч…	"Vergesst nicht, dass wir das selbst gebaut haben …"	N'oubliez pas qu'on a construit ça nous-mêmes...	No olvidemos que lo hemos construido nosotros...	"Не забывайте, что мы всё это сами построили..."	Non dimenticate che l’abbiamo costruita noi...	别忘了这是我们自己造的......	これは俺らで作ったものだ…	
Text.DLC05.Cutscene.MPEscape.C	Тож, вона не має бути надто потужною…	Daher wird es vermutlich nicht sehr stark sein …	Donc ça manquera sans doute de puissance...	Así que seguramente no sea muy fuerte...	"А значит, слишком мощным оно не будет..."	Quindi probabilmente non sarà molto potente...	所以可能不太结实......	だからそこまで強力ではないかもしれん…	
Text.DLC05.Cutscene.MPEscape.D	Що за…	Was zum …	Mais…	"Pero, ¿qué...?"	Что за...	Cosa...	什么……	なんだと…	
Text.DLC05.Cutscene.MPEscape.E	Як ти вибрався?!	Wie seid ihr rausgekommen?!	Comment êtes-vous sortis ?!	¡¿Cómo habéis salido todos?!	Как вам удалось выбраться?!	Come avete fatto a uscire?!	你是怎么出来的？！	どうやって抜け出した？！	
Text.DLC05.Cutscene.MPEscape.F	Ау-уч!	Uff!	Ouf !	¡UUUF!	Уф!	Uff!	呃啊！	うおっ！	
Text.DLC05.Cutscene.MPEscape.G	Можливо, ви не заважатимете нам…	Du solltest besser aus dem Weg gehen …	Vous devriez vous écarter...	Quizás prefieras apartarte...	"Наверное, вам лучше убраться с пути..."	Meglio che ti levi di torno...	你最好让开......	どいた方が身のためだぞ…	
Text.DLC05.Cutscene.MPEscape.H	А-А-А-А-А!	AARGHH!	AARGHH !	¡AARGHH!	А-А-А-А-А-А!	AARGHH!	啊！	うわああっ！	
Text.DLC05.Cutscene.MPEscape.I	Не зважайте…	Ach egal …	Oubliez ça...	Da igual...	Не обращайте внимания...	Come non detto...	别在意......	まあいっか…	
Text.DLC05.Cutscene.MPEscape.J	"Знаєте, забирайте авто…"	"Wisst ihr was, nehmt es …"	Vous savez quoi ? Prenez tout...	¿Sabes qué? Para ti...	"А знаете, что? Забирайте..."	Sapete una cosa? Tenetela voi...	你知道吗， 算了吧......	そっちがその気なら、受け止めろよ…	
									
Text.ArmourEscape.NotEnoughStrength	Потрібно мати силу принаймні 90…	Ich brauche mindestens 90 Stärke …	Il me faut au moins 90 points de force...	Necesitas una fuerza de al menos 90...	Мне нужна мощь как минимум девяноста...	Mi serve almeno 90 di forza...	我需要至少 90 的体力......	「筋力」が90は必要だな…	
									
Text.Menu.DLCDescription05	"Опісля ста літ стримування навал, нині цей колишній замок утримує серійних утікачів! Хтось казав, що лицарство загинуло… він мав рацію. Уникайте важкоозброєних вартових, наче пошести, та стережіться в’язнів, що шукають усякий привід для середньовічної розправи!"	"Nachdem diese Burg jahrhundertelang dazu diente, Armeen fernzuhalten, wird sie heutzutage dazu verwendet, Serienausbrecher gefangen zu halten! Wer auch immer sagte, dass die Ritterlichkeit tot ist … hatte recht. Meide die schwer gepanzerten Wärter wie die Pest und pass auf Insassen auf, die nur einen Vorwand suchen, um dich mittelalterlich zu vermöbeln!"	"Après avoir défendu ses portes contre maintes armées au cours des siècles, ce château reconverti défend désormais ses prisonniers d'en sortir ! Celui qui a dit que la chevalerie n'existait plus... a tout à fait raison. Évitez à tout prix les gardes lourdement armés et faites attention aux détenus qui saisiront la moindre occasion de vous rappeler les châtiments médiévaux !"	"¡Después de mantener a los enemigos fuera de sus murallas durante cientos de años, este castillo reformado acoge ahora a escapistas en serie! Quien dijese que la caballería había muerto... tenía razón. Evita a los guardias más armados como si te fueran a pegar piojos y ten cuidado con el resto de presos, ¡cualquier excusa les vale para practicar torturas medievales contigo!"	"Этот замок сотни лет не могла покорить ни одна армия. Теперь его перестроили, и в нём заперты те, кто сбегал из других тюрем! Тот, кто сказал, что рыцарство мертво... был прав. Бегите от тяжеловооруженных стражей, как от чумы, и берегитесь сокамерников: они воспользуются любым поводом, чтобы поступить с вами по средневековым законам."	"Dopo aver racchiuso armature per centinaia di anni, questo castello riadattato ora racchiude i fuggiaschi seriali dei giorni nostri! Chiunque abbia detto che la cavalleria è morta... ha ragione. Evita come la peste le guardie pesantemente corazzate e fai attenzione agli altri detenuti... useranno qualunque scusa per passare alle maniere medievali con te!"	在抵御敌军数百年之后， 这座城堡有了新的用途， 用于关押连环逃犯！ 如果有人说骑士精神已死...... 他说的没错。 像躲避瘟疫一样躲开那些身着重甲的警卫， 注意那些企图将你拉入中世纪的囚犯！	何百年もの間 敵兵たちを退けてきた 歴史ある古城。 それが今や、 凶悪脱獄犯たちを 閉じ込めておく 城塞へと生まれ変わった！ 騎士道なんて もはや時代遅れ。 重装備の看守たちを避け、 危険な囚人の目を逃れて、 疫病や拷問が はびこる監獄城を 脱出しよう！	
Text.Frontend.DLC05.Upsell	"Устарайте липку стрічку, адже настав час пʼятами на волю наквать! Перетворений нинішнім власником у вʼязницю особливо суворого режиму, замок Лок — це чудовий виклик для всякого роду втікачів!"	"Greift zu Eurem Klebeband, denn die Zeit ist gekommen, dahin zu fliehen, wo Ihr hergekommen seid! Das Locke Castle wurde von seinem derzeitigen Besitzer in ein Hochsicherheitsgefängnis verwandelt und ist die ultimative Herausforderung für Möchtegern-Ausbrecher!"	"Sortez l'adhésif, le moment est venu de prendre le large ! Reconverti en prison de haute sécurité, le Château de Locke constitue le défi ultime pour tout amateur de l'évasion !"	"¡Coge la cinta aislante y salgamos por la valla por la que hemos entrado! ¡El castillo Locke, remodelado ahora por su nuevo dueño como prisión de alta seguridad, es el desafío definitivo para los mejores escapistas!"	"Возьмите же сию клейкую ленту, пора направить свои стопы туда, откуда вы прибыли! Замок Локе, перестроенный владельцем и превращенный в тюрьму строгого режима, — это настоящий вызов для любого, кто хочет стать мастером побегов!"	"Orsù, afferra il tuo nastro adesivo, giunta è l’ora di fuggir da dove venisti! Castel Locke, riadattato a prigione di massima sicurezza dal suo attuale proprietario, è la sfida definitiva per qualunque aspirante latitante!"	拿上胶带， 是时候逃出生天了！如今的洛克堡主人， 将安保规模提升到了最高等级， 对于任何逃犯来说， 这都是一场终极挑战。 	勇敢なる騎士諸君よ、 今こそ 栄光たる自由を 自らの手で勝ち取る時なり！ 歴史あるロック城は今、 最高のセキュリティを誇る 監獄へと生まれ変わった。 この究極の試練に 打ち勝って、 真の脱獄者となるのだ！	
									
Text.Quest.EternallyGrateful.ThirdObjective	"Дістаньте посудину вічної молодости, багацтва, вроди тощо "	"Hole das Gefäß für ewige Jugend, Wohlstand, gutes Aussehen und so weiter zurück. "	"Retrouvez le réceptacle de la jeunesse, de la richesse et de la beauté éternelles. "	"Recupera el Cáliz de la eterna Juventud, riqueza y buenorrismo... "	"Получите судно Вечной молодости, Здоровья, Красоты и т.д. "	"Recupera il Contenitore dell’Eterna Giovinezza, ricchezza, bellezza e tutto il resto. "	将永生， 财富和美貌等尽数收入囊中吧。  	「永遠の若さ、富、美貌もろもろの杯」を回収する	
									
Text.GrappleHint.Interaction	Рукописне повідомлення	Handschriftliche Nachricht	Lettre manuscrite	Mensaje manuscrito	Написанное от руки сообщение	Messaggio manoscritto	手写信息	手書きのメッセージ	
Text.GrappleHint.Title	Т-с-с-с…	Psssst …	Psssst…	Tss...	Пс-с-с-ст...	Psssst…	嘶......	なあ、あんた…	
Text.GrappleHint.Body	"Насправді, сим місцем вельми легко пересуватись, звісно ж, якщо маєш відповідне знаряддя! Змайструй собі кішку та забирайсь будь-куди прямо перед носом наглядачів… Я навіть залишив був кілька ґрафіті, де є файні місця, щоби залізти!"	"An diesem Ort kommt man scheinbar doch ganz gut rum. Natürlich nur mit den richtigen Werkzeugen! Fertige einen Enterhaken, dann kannst du überall rumklettern, ohne dass die Wärter etwas davon spitzkriegen … An allen guten Kletterpunkten habe ich sogar Graffitis hinterlassen!"	"Parcourir cet endroit est un jeu d'enfant. Enfin, si on a les bons outils ! Fabriquez-vous un grappin pour explorer tout le château au nez et à la barbe des gardes... J'ai même laissé des graffitis pour indiquer les meilleurs endroits où grimper !"	Parece que es bastante sencillo salir de este lugar... ¡siempre que tengas las herramientas adecuadas! Fabrícate un gancho de sujeción y podrás escalar este lugar delante de las mismísimas narices de los guardias... ¡Incluso he marcado con grafitis los lugares buenos para subirse!	"Похоже, здесь довольно легко передвигаться, если обзавестись нужными инструментами! Сделайте захватный крюк, чтобы лазать повсюду прямо под носом у охраны... Вот вам графическая карта от меня: здесь обозначены все места, куда стоит залезть!"	"Alla fin fine, è molto facile esplorare questo posto... se hai gli strumenti giusti, ovviamente! Crea un rampino e potrai arrampicarti dappertutto proprio sotto il naso delle guardie... Ho perfino lasciato dei graffiti per indicare i posti migliori dove arrampicarsi!"	事实证明， 只要拥有正确的工具， 这地方还是很好逃出去的！为自己制作一个抓钩爪， 就可以在警卫的眼皮底下爬到任何你想去的地方......我在适于攀爬的地方都留下了涂鸦。 	この城から抜け出すのは 意外にも簡単だぜ。 もちろん、 道具が必要だけどな！ 投げフックを作るのさ。 そしたら看守どもの 目と鼻の先でも、 そこら中をよじ登れるようになる… 登りやすい場所には 落書きも描いておいたから、 目印に使ってくれよな！	
									
Text.NamePlateDistance.Stone	Камені	Steine	Pierres	Piedras	Камни	Pietre	石头	石	
Text.NamePlateDistance.MinstrelJobSupplies	Репліки лютень	Lauten-Nachbildungen	Répliques de luth	Réplicas de laúdes	Копия лютни	Repliche di liuti	鲁特琴仿造品	リュートのレプリカ	
									
									
