Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Guards.RollCallMain	Той хто надсилав погрози смерти начальнику, буде покараний	"Wer auch immer Morddrohungen an den Wächter geschickt hat, wird bestraft."	L'auteur des menaces de mort envoyées au directeur sera puni.	El que haya enviado amenazas de muerte al alcaide recibirá un castigo.	"Тот, кто угрожал надзирателю смертью, заплатит за это"	Chiunque mandi minacce di morte al Direttore verrà punito	给典狱长发送死亡威胁者都会受到惩罚	所長へ脅迫状を送った者は、 追って罰せられよう			
&Text.Inmates.FoodHall	Хто кинув се сюди?	Wer hat das geworfen?	Qui a jeté ça ?	¿Quién ha tirado eso?	Кто это бросил?	Chi l’ha lanciato?	谁扔的？	投げたの誰だよ？			
&Text.GuardAlert.Item	Хто це тут залишив?	Wer hat das hiergelassen?	Qui a laissé ça là ?	¿Quién ha dejado esto aquí?	Кто оставил это здесь?	Chi lo ha lasciato qui?	谁把这东西丢这儿的？	誰がこいつを置いてった？			
&Text.Guard.ContrabandOnFloor	Хто це тут лишив?	Wer hat das hiergelassen?!	Qui a laissé ça là ?	¿Quién ha dejado eso ahí?	Кто это здесь оставил?	Chi l’ha lasciato qui?	谁把那东西丢那儿的？	誰がこれを置いてった？			
&Text.Inmates.FoodHall	Хто готував це лайно?	Wer hat diesen Müll gekocht?	Qui a cuisiné cette horreur ?	¿Quién ha cocinado esta basura?	Кто приготовил это дерьмо?	Chi ha cucinato questo schifo?	这种垃圾是谁烧的？	このゴミを作ったの誰だよ？			
&Text.Guards.FoodHall	Хто тебе навчив так їсти?! 	"Wer hat dir beigebracht, so zu essen? "	Qui vous a appris à manger comme ça ?! 	¡¿Quién te ha enseñado a comer así?! 	Кто тебя учил так есть?	Chi vi ha insegnato a mangiare così?! 	谁教你那么吃饭的？！  	そんな食べ方、 誰に教わった？！			
&Text.NPC.Maintenance.Idle	Хто назвав мене Козак-без-друзяк?	Wer hat mich Sonderling genannt?	Qui m'a appelé « Rémi sans famille » ?	¿Quién me ha llamado «Juan sin amigos»?	Кто меня назвал «Неуловимый Джо»?	Chi mi chiama ‘Billy Senzamico’?	谁管我叫 ‘没朋友的比利’ 的？	私を“さびしん坊”と呼んでるのは誰だ？			
&Text.Lockdown	ХТО за це відповідальний?	WER ist dafür verantwortlich?	C'est QUI le responsable ?	¿Quién es responsable de esto?	Кто в этом виноват?	CHI È il responsabile?	这是谁干的？	誰のせいだよ？			
&Text.GuardAlert.Item	Хто за це відповідальний?!	Wer ist dafür verantwortlich?!	Qui est le fautif ?	¡¿Quién es responsable de esto?!	Кто несет за это ответственность?!	Chi è il responsabile?	这是谁干的？！ 	こいつは誰のしわざだ？！			
&Text.Inmates.Showers	То хто з нас підійме його?	Wer von uns bückt sich jetzt?	"Bon, qui va ramasser ça ?"	"Bueno, ¿quién va a coger eso?"	Кто из нас это поднимет?	Chi di noi la raccoglie?	我们中谁去把那个捡起来？	で、 そいつを取ってくれるのか？			
&Text.Guards.MaxPrisonAlertness	Хто посмів піти наперекір нам?!	Wer widersetzt sich uns?!	Qui ose nous défier ?!	¡¿Quién nos desafía?!	Кто не подчиняется?!	Chi osa sfidarci?!	谁敢违抗我们？！ 	我々に逆らおうと？			
&Text.Inmates.DetachedFromEquipment	Хто це…	Wer zum ...	Qui a...	Quién...	Кто...	Chi...	是谁……	こりゃ一体…			
&Text.NPC.MedicDismissFromSolitary	Не будь таким сумним	Werd nicht zum Eremiten.	Ne désespère pas trop.	No te quedes muy solo.	Не скучай	Non sentire la solitudine	别太寂寞了	孤独に負けるな！			
&Text.Guards.Gym	Починай качатись, або вали звідси	Werd zum Kerl oder zisch ab.	Musclez-vous ou dégagez.	O cogéis músculo o fuera.	Качайся или пошел вон	"Ingrossate, o andatevene"	不锻炼就出去	マッチョになるか、 出ていくかだ			
&Text.NPC.Janitor	Воно протухло	Widerlich.	C'est pourri.	Eso está rancio.	Это протухло	C’è puzza di rancido	好臭	ひどいニオイだ			
&Text.Guards.RollCallMain	Підіть нам наперекір, і з вами суворо розберуться!	Widersetzt euch uns und die Strafe wird hart sein!	Défiez-nous et la correction sera sévère !	¡Desafiadnos y se os tratará con dureza!	Малейшее неповиновение будет сурово караться!	Sfidateci e sarete ricambiati con durezza!	抗命者严惩不贷！ 	我々に逆らえば、 厳しい処分が待っているぞ！			
&Text.Guard.SentToContrabandDesk	Як я і думав!	Wie erwartet!	Je m'en doutais !	¡Como sospechaba!	Как я и подозревал!	Come sospettavo!	不出我所料！ 	にらんだとおりだ！			
&Text.NPC.Maintenance.Idle	Се як дивитися на висихання фарби!	Wie Farbe beim Trocknen zusehen!	C'est d'un passionnant...	¡Como ver secar la pintura!	"Люблю смотреть, как сохнет краска!"	Guardo la vernice asciugarsi!	我喜欢看着颜料慢慢变干！ 	ペンキが渇くのを見るようにぃぃ！			
&Text.NPC.Warden	Як усі себе почувають? 	Wie geht es euch allen? 	Comment va tout le monde ? 	¿Cómo está todo el mundo? 	Как самочувствие? 	Come vi sentite? 	大家感觉如何？ 	皆はどう感じてる？			
&Text.ChatToGuard	Як ти мене щойно назвав?	Wie hast du mich gerade genannt?	"Tu as dit quoi, là ?"	¿Qué me has llamado?	Как ты меня только что назвал?	Come mi hai chiamato?	你刚刚叫我什么？	私をなんと呼んだ？			
&Text.Inmates.Banter	Промов моє ім’я	Wie heiße ich?	Dis mon nom.	Di mi nombre.	Назови мое имя	Dì il mio nome	说我的名字	イケてるだろ？			
&Text.Inmates.FoodHall	І як жується?	Wie ist das Spachteln?	Ça donne quoi ?	¿Cómo va ese masticado?	Как жратва?	Ti piace?	吃得如何？	お味はいかが～？			
&Text.Lockdown	Як довго це буде відбуватись?!	Wie lang wird das dauern?!	Ça va prendre combien de temps ?!	¡¿Cuánto va a durar esto?!	Сколько это будет продолжаться?	Quanto ci vorrà?!	这要持续多久啊？！ 	いつまで続くんだ？			
&Text.NPC.Gardener	Скільки я вже тут стирчу?	Wie lange bin ich schon hier draußen?	Je suis là depuis longtemps ?	¿Cuánto llevo aquí fuera?	Сколько я здесь пробыл?	Da quanto tempo sono qui?	我在这儿多久了？	いつからここにいるっけ？			
&Text.NPC.Warden	"Як життя, злодію?"	"Wie läuft’s, Knacki?"	"Ça va, le forçat ?"	"¿Cómo va, compañero?"	"Как делишки, братан?"	"Come va, delinquente?"	罪犯， 你近况如何？	調子はどうだね、 囚人くん？			
&Text.Inmates.PlayerRep3	Шо як?	Wie läuft’s?	Ça va ?	¿Cómo va?	Как оно?	Come va?	你好吗？	調子はどうだ？			
&Text.Visitor.Greet	Як справи?	Wie läuft’s?	Comment ça va ?	¿Cómo va?	Как дела?	Come va?	你好吗？	調子はどうだい？			
&Text.Inmates.Gym	Ну, і як у мене тіло?	Wie mach ich mich?	Ça claque ?	¿Cómo me ves?	Ну и как тебе?	Sono in forma?	我的体型如何？	フォームはどうだ？			
&Text.Guard.DamagedTile	Як же вони із цим місцем поводяться…	Wie sie diesen Ort behandeln ...	Comment traitent-ils cet endroit...	Cómo tratan este sitio...	"То, как они относятся к этому месту..."	Guarda come trattano questo posto...	他们居然这么对待这个地方……	ひどいもんだ…			
&Text.NPC.Maintenance	Ну, як?	Wie sieht’s aus?	Ça avance ?	¿Cómo lo ves?	Как смотрится?	Come ti sembra?	看起来如何？	どんな具合だ？			
&Text.Inmates.MaxPrisonAlertness	Як захопливо!	Wie spannend!	C'est top !	¡Emocionante!	Как здорово!	Forte!	好兴奋哦！ 	コーフンするぅ！			
&Text.Inmates.DetachedFromEquipment	Як грубо!	Wie unfein!	Brute !	¡Grosero!	Грубо!	Che scortese!	真没礼貌！ 	乱暴すぎんぞ！			
&Text.Inmates.FoodHall	Скільки тут вуглеводів?	Wie viel Kohlenhydrate hat das?	C'est riche en glucides ce truc ?	¿Cuántos carbohidratos tiene esto?	Сколько в этом углеводов?	Quanti carboidrati ci sono qui?	这里的伙食如何？	炭水化物ばっかりだぞ？			
&Text.Inmates.Gym	Як цю вправу робити?	Wie wird’s härter?	Comment t'augmentes ça ?	¿Cómo se le da más caña a esto?	Как ты это накачиваешь?	Come fai a darci dentro così?	你是怎么转动这东西的？	これってどう使うんだ？			
&Text.Inmates.Banter	Смішно?	"Wie, lustig?"	Drôle ?	¿Te divierte?	Тебе смешно?	È divertente?	有啥好笑的？	可笑しいか？			
&Text.NPC.Janitor	Знову по коліна у ВАШОМУ смітті!	Wieder knietief in DEINEM Schlamassel!	Encore le nez dans TON foutoir !	¡Hasta arriba de fango otra vez!	Снова по колено в твоем дерьме!	Ho la TUA sporcizia fin sopra la testa!	我又在清理你们的垃圾了！ 	自分のクソに埋もれちまえ！			
&Text.Inmates.Banter	Хочеться комусь пустити юшку	Will ein paar Fressen polieren.	Une lèvre ou deux à éclater ?	Voy a romper algunos labios.	Я разорву несколько глоток	Romperò un labbro o due	我要找点人打打	何発か口にぶち込んでやる			
&Text.Inmates.PlayerRep1	Хочеш прилягти?	Willst du am Boden enden?	Tu veux finir par terre ?	¿Quieres terminar en el suelo?	Хочешь полежать на полу?	Vuoi finire al tappeto?	想被打趴在地吗？	ぶちのめされたいか？			
&Text.NPC.FavourAttention	Хочеш підзаробити грошенят?	Willst du Kohle machen?	Tu veux te faire du fric ?	¿Quieres ganarte un dinero?	Хочешь подзаработать?	Vuoi guadagnare dei soldi?	想挣点钱吗？	小遣いを稼ぎたいか？			
&Text.Guards.InmatesBeingNaughtyDEMO	"Хочеш побачити мій темний бік, друже?"	Willst du meine dunkle Seite kennenlernen?	"Tu veux voir mon côté obscur, mon gars ?"	"¿Quieres ver mi lado más oscuro, chico?"	Хочешь познакомиться с моей темной стороной?	"Vuoi vedere il mio lato oscuro, amico?"	伙计， 想要见识下我可怕的一面吗？	ダークサイドへ落ちた看守に会いたいか？			
&Text.Inmates.JobChat	Просто дивитимешся за мною?	Willst du mir nur zusehen?	Tu vas juste regarder ?	¿Vas a limitarte a mirar?	Будешь стоять и смотреть?	Mi guarderai e basta?	你就只想那么看着我？	見てるだけか？			
&Text.Inmates.PlayerRep1	Хочеш, щоби тебе відлупцювали?	Willst du Prügel?	Tu veux une trempe ?	¿Quieres que te dé?	Нарываешься?	Vuoi prenderne?	想挨揍吗？	ぶん殴られたいか？			
&Text.NPC.Maintenance.Idle	Хочеш потусуватися пізніше?	Willst du später was tun?	"On traîne ensemble, après ?"	¿Quieres hacer algo luego?	Прогуляемся попозже?	Vuoi uscire più tardi?	过一会儿一起出去玩吗？	あとで飲みに行くか？			
&Text.ChatToGuard	Бажаєш потрапити в одинку?	Willst unbedingt in Einzelhaft stecken?	Envie d'aller en isolement ?	¿Buscas estar solo?	Ты соскучился по карцеру?	Vuoi andare un po’ in isolamento?	你想关禁闭吗？	ひとりの時間が欲しいのか？			
&Text.Guards.Showers	Ми надто добре з вами поводимося... Як це огидно	Wir behandeln euch viel zu gut ... Es macht mich krank.	On vous traite trop bien... Ça me dégoûte.	Os tratamos demasiado bien... Me pone enfermo.	Мы слишком над вами тряслись... Меня от этого тошнит	Vi trattiamo anche troppo bene... Mi viene la nausea	我们待你太好了…… 我感到恶心	悪党にはもったいない待遇だ…			
&Text.Guards.MaxPrisonAlertness	У нас проблема…	Wir bekommen Ärger ...	On a des ennuis...	Tenemos problemas...	У нас проблема...	Siamo nei guai...	我们有麻烦了……	まずい状況だ…			
&Text.NPC.Warden	Нам потрібно більше фінансування	Wir brauchen mehr Gelder.	Il nous faut plus de fonds	Necesitamos más fondos.	Нам нужно допфинансирование	Ci servono più fondi	我们需要更多资金	もっと資金が必要だ			
&Text.Guards.InmatesBeingNaughtyDEMO	Кінчилось у нас на тебе терпіння!	Wir haben die Geduld mit dir verloren!	On est à court de patience pour toi !	¡Se nos ha acabado la paciencia contigo!	На тебя больше не хватает терпения!	Ho finito la pazienza con te!	我们对你没耐心了！ 	おまえにはもう耐えられない！			
&Text.Guards.RollCallMain	"Чесно кажучи, ви нам усі осточортіли"	"Wir haben euch, offen gesagt, ziemlich satt."	"Franchement, on en a marre de vous tous."	"Francamente, estamos hartos de vosotros."	"Честно говоря, нам тошно от ваших рыл"	"Francamente, siamo stufi di voi"	坦白说， 你们这帮人令我们感到恶心	正直、 おまえらのような輩にはウンザリだ			
&Text.NPC.MedicCarrying	У нас тут надзвичайна ситуація	Wir haben hier vielleicht ein Problem.	On a un problème ici.	Puede que tengamos un problema...	"Возможно, у нас инцидент"	Potremmo avere un problema	这里可能出事了	これはまずい状況かも…			
&Text.Guards.RollCallMain	Для нас не проблема зробити з вас юшку	"Wir haben kein Problem damit, Schläge auszuteilen."	Distribuer des raclées n'est pas un problème.	El dar una paliza no supone ninguna pega.	Получить по шее — раз плюнуть	Ci metto un attimo a darvi un po’ di botte	揍人不是问题	おまえらを殴ることは問題じゃない			
&Text.NPC.Receptionist	Ми не зберігаємо енерготоніки!	Wir haben keine Energy Drinks!	On n'a pas de boissons énergisantes !	¡No acumulamos bebidas energéticas!	Мы не держим энергетические напитки!	Non abbiamo bevande energetiche!	我们没在贮存能量饮料！ 	栄養ドリンクは置いてない！			
&Text.NPC.JobstaffBanter	Ти - саме той, кого ми шукали!	Wir haben nach jemandem wie dich gesucht!	Tu es exactement ce qu'il nous faut !	¡Eres justo lo que estábamos buscando!	Вас-то мы и искали!	Sei proprio ciò che cerchiamo!	我们正要找你呢！ 	キミのような人材を求めていた！			
&Text.NPC.Medic	"Але ми ж старалися, так?"	"Wir haben’s versucht, stimmt’s?"	"On a fait de notre mieux, hein ?"	"Lo hemos intentado, ¿no?"	"Мы сделали все что могли, верно?"	"Ci abbiamo provato, giusto?"	我们已经尽力了， 对吧？	ベストは尽くした、 そうだろう？			
&Text.ChatToGuard	Можемо по-гарному, а можемо й по-поганому	Wir können das auf die sanfte oder harte Tour machen.	"On peut employer la manière douce, ou la manière forte."	Lo podemos hacer a las buenas o a las malas.	Мы можем сделать по-хорошему или по-плохому	Possiamo farlo con le buone o con le cattive	我们可以有话好说， 也可以动粗	きついお灸を据えられたいか？			
&Text.NPC.MedicCarrying	Мабуть, треба бути прооперувати	Wir müssen vielleicht operieren.	On va devoir l'opérer.	Quizá tengamos que operar.	Может понадобиться операция	Forse dobbiamo operare	我们可能要动手术	オペが必要かも！			
&Text.GuardAlert.Disguise	Нам треба триматися разом	Wir müssen zusammenhalten.	On doit se serrer les coudes.	Tenemos que permanecer juntos.	Нам стоит держаться вместе	Dobbiamo restare uniti	我们得团结一致	一緒にいたほうがいい			
&Text.NPC.Medic	Мали ампутувати дещо	Wir mussten amputieren.	On a dû amputer.	Tuvimos que amputar.	Пришлось ампутировать	Abbiamo dovuto amputare	我们不得不截肢	切るしかなかった…			
&Text.Guards.RollCallMain	Ми позбавляємо вас превілеїв	Wir nehmen euch eure Privilegien.	On vous retire vos privilèges.	Os vamos a dejar sin privilegios.	Мы отменяем ваши привилегии	Vogliamo togliervi i vostri privilegi	我们要取消你的特权	特別扱いは一切しない			
&Text.Inmates.AttackedRunsAway	Ще побачимося	Wir sehen uns wieder.	On se reverra.	¡Volveremos a vernos!	Мы еще увидимся	Ci rincontreremo	我们会再见的	また会おう			
&Text.Visitor.Leave	До побачення	Wir sehen uns.	À la revoyure.	Hasta la próxima.	Потом увидимся	Alla prossima	下次再见	また会いにくるよ			
&Text.Inmates.Banter	«Все» буде тоді, коли я скажу, що «все»	"Wir sind fertig, wenn ich es sage."	Ce sera fini quand je l'aurai dit.	Habremos acabado cuando yo lo diga.	"Закончим, когда я скажу, что мы закончили"	Avremo chiuso quando io dirò che avremo chiuso	我说完事时才完事	終わりと言った時が終わりだ			
&Text.Inmates.GuardBanter	Ми тут, аби ви нормально себе поводили!	"Wir sind hier, um euch im Zaum zu halten!"	On est là pour vous maîtriser !	¡Estamos aquí para manteneros a raya!	"Мы тут, чтобы вы по струнке ходили!"	Siamo qui per tenervi in riga!	我们是来确保你们服从管束的！ 	われらは秩序の担い手なり！			
&Text.Inmates.MaxPrisonAlertness	Тепер ми по той бік!	Wir sind jetzt auf der anderen Seite!	On est de l'autre côté du miroir !	¡Ahora al otro lado del espejo!	Теперь мы в зазеркалье!	Siamo dall’altra parte dello specchio!	我们现在处于监视之下！ 	鏡の国へようこそぉぉぉ！			
&Text.Inmates.GuardBanter	Ми тут не «подружитися» прийшли	"Wir sind nicht hier, um „auszukommen“."	On n'est pas là pour s'entendre.	No estamos aquí para «hacer amigos».	"Мы тут не для того, чтобы корешиться"	Non siamo qui per ‘fare amicizia’	我们不是来‘好好相处’的	ここへは友達を作りにきたんじゃない			
&Text.GuardAlert.Disguise	Ми повинні провчити їх	Wir sollten ihnen eine Lektion erteilen.	On devrait leur donner une leçon.	Tendríamos que dar una lección a estos.	Мы должны преподать этой шайке урок	Dovremmo dar loro una bella lezione	我们应该给那帮人一个教训	ヤツらにお灸をすえてやる			
&Text.Guard.InterjectFight	Спробуймо!	Wir wollen auch mal!	Laissez-nous essayer !	¡Deja que probemos!	Дай попробовать!	Lasciateci fare!	让我们试试！ 	われわれが止める！			
&Text.Guards.Showers	Ми навіть платимо за воду вам. Як же мені огидно на душі!	Wir zahlen sogar für das Wasser für euch. Es macht mich krank!	On vous paie même l'eau. Ça me rend malade !	Incluso os pagamos el agua. ¡Me repatea!	Мы даже платим за вашу воду. Мне от этого тошно!	"Paghiamo anche l’acqua che usate, gente. Mi viene da vomitare!"	连你们的水费都是我们付的。 我感到恶心！ 	その水も税金で払ってんだぞ、 ムカつく			
&Text.Guards.FoodHall	Та се не вб’є тебе...	Wird dich nicht umbringen!	Ça ne vous tuera pas...	No te va a matar...	От этого не умирают...	Non ti ucciderò...	又不会死……	死にゃあしないさ…			
&Text.GuardAlert.Disguise	Це все не стає легшим	Wird nicht leichter werden.	Ça ne s'arrange pas.	No es nada fácil.	Проще не становится	È sempre più difficile	并没有变简单	ちっともラクになりゃしない			
&Text.NPC.MedicCarrying	Ніхто не сумуватиме	Wird nicht vermisst werden.	Personne ne pleurera sa mort.	Nadie a quien echar de menos.	Скучать ни по кому не будут	Non mancherà a nessuno	没人会想念这家伙	死んでも誰も悲しまない			
&Text.Guards.FoodHall	Годі кидатися горохом!	Wirf nicht mit Erbsen!	MANGEZ les petits pois !	¡No tires guisantes!	Не бросаться горошком!	Basta lanciare piselli!	别扔豆子了！ 	豆を投げるな！			
&Text.Guards.Gym	Протри лоба	Wisch dir die Stirn.	Séchez ces fronts.	Secaos ese sudor.	Утри пот	Asciugatevi la fronte	擦擦额头	汗をふけ			
&Text.Inmates.FoodHall	Де смітник?	Wo ist der Müll?	Où est la poubelle ?	¿Y la papelera?	Где мусорка?	Dov’è il secchio?	垃圾桶在哪儿？	ゴミ箱はどこだっけ？			
&Text.Inmates.Showers	Де мило?	Wo ist die Seife?	Où est le savon ?	¿Dónde está el jabón?	Где мыло?	Dov’è il sapone?	肥皂在哪儿？	石けんはどこだ？			
&Text.Guard.InterjectFight	Чого мене не запросили?	Wo ist meine Einladung?	Et mon invitation ?	¿Y mi invitación?	Где был мой гость?	Dov’era il mio invito?	我的邀请函呢？	私も混ぜてくれよ？			
&Text.Guard.ContrabandOnFloor	Звідки це?!	Wo kommt das her?!	"Ça vient d'où, ça ?!"	¡¿De dónde ha salido eso?!	Откуда это здесь?	Da dove viene?	那是从哪儿来的？！ 	なぜ、 こんなものがここに？！			
&Text.NPC.Janitor	Звідки се запах такий?	Wo kommt der Gestank her?	C'est quoi cette odeur ?	¿De dónde viene ese olor?	Откуда этот запах?	Da dove viene questa puzza?	那股气味是哪儿飘出来的？	このニオイはどこから来るんだ？			
&Text.Chase.Missing	Куди він дівся?	Wo sind sie hin?	Où sont-ils ?	¿Dónde están?	Куда они пошли?	Dove sono andati?	他们去哪儿了？	ヤツはどこへ？			
&Text.Inmates.Banter	Де хочеш свою сраку приземлити?	Wo würdest du gerne landen?	Où voudrais-tu atterrir ?	¿Dónde quieres aterrizar?	Где ты хочешь упасть?	Dove vorresti atterrare?	你想在哪儿着陆？	どこにぶち込まれたい？			
&Text.Inmates.Attacked	Де хочеш свою сраку приземлити?	Wo würdest du gerne landen?	Où voudrais-tu atterrir ?	¿Dónde quieres aterrizar?	Где ты хочешь упасть?	Dove vorresti atterrare?	你想在哪儿着陆？	どこをぶん殴られたい？			
&Text.Inmates.Gift.RankHighValue	Овва, дяка!	"Wow, danke!"	"Ouah, merci !"	"¡Vaya, gracias!"	"О, спасибо!"	"Wow, grazie!"	哇， 谢谢！ 	ワオ、 どうも！			
&Text.GuardDog.Doggie	Гав	Wuff	Wouf	¡Guau!	Гав	Woof	汪	ワウッ			
&Text.Love.Doggie	Гав	Wuff	Wouf	¡Guau!	Гав	Woof	汪	ワンっ			
&Text.Chase.Missing.Doggie	Гав	Wuff	Wouf	¡Guau!	Гав	Woof	汪	バウッ			
&Text.Contraband.Doggie	ГАВ ГАВ	WUFF WUFF	WOUF WOUF	¡GUAU!	ГАВ-ГАВ	WOOF WOOF	汪汪	ワンワン！			
&Text.NPC.Warden	Я б поклав свої легені, аби сей заклад працював надалі!	"Würde meine Lunge verkaufen, um das hier am Laufen zu halten!"	Je vendrais mes poumons pour que cet endroit reste ouvert !	¡Vendería mis pulmones por dejar abierto este sitio!	"Я почку продам, лишь бы это место не закрывали!"	Venderei i miei polmoni per tenere aperto questo posto!	我就是去卖肾也要把这儿经营下去！ 	この場所を守るためなら、 肺だって売ろう！			
&Text.Inmates.Banter	А ти знав, що у Великій Британії більше нема голландської хвороби?	"Wusstest du, dass es in Großbritannien keine holländische Ulme mehr gibt?"	Tu savais qu'il n'y a plus d'orme en Angleterre ?	¿Sabes que en Inglaterra no quedan más gnomos de jardín?	"Ты знал, что в Британии больше не осталось голландских вязов?"	Sapevi che non ci sono più olmi in Inghilterra?	你知道英国已经没有荷兰榆木了吗？	オークって木の名前なのか？			
&Text.Inmates.JobChat	Хоча б гроші є...	Zahlt die Rechnungen ...	Ça paie les factures.	Paga las facturas...	Это того стоит...	Ci pago le bollette...	这钱能付各种账单……	こいつを返済の足しに…			
&Text.Guards.MaxPrisonAlertness	Ся покажи	Zeig dich.	Montre-toi.	¡Descúbrete!	Покажись!	Fatti vedere	现身吧	姿を見せろ			
&Text.Guards.Gym	Не соромтеся!	Zeig keine Scham!	Affirmez-vous !	¡Sin vergüenza!	Не стыдись!	Non avete pudore!	没什么丢脸的！ 	全力でいけ！			
&Text.Guards.Gym	ПОКАЖИ НАМ СЕ!	ZEIG’S UNS!	DÉMENEZ-VOUS !	¡ENSEÑÁDNOSLO!	ПОКАЖИ НАМ!	FATECI VEDERE!	做给我们看！ 	本気を見せろ！			
&Text.Inmates.Gym	Час піднатужитися!	Zeit aufzudrehen!	"Allez, on accélère !"	¡Hora de darle más caña!	Пришло время прокачаться!	Diamoci dentro!	锻炼时间到！ 	負荷を上げちゃる！			
&Text.NPC.Warden	Час мені масаж спини зробити	Zeit für eine Rückenmassage.	On se frotte tous le dos.	Hora del masaje.	Время для массажа спины	È ora di un massaggio	按摩时间到	マッサージの時間だ			
&Text.Guard.Heat	Час закінчився, $name!	"Zeit ist um, $name!"	"C'est fini, $name !"	"¡Se acabó el tiempo, $name!"	"Время вышло, $name!"	"Tempo scaduto, $name!"	$name ， 时间到了！ 	時間切れだ、 $name！			
&Text.NPC.MedicDismissFromSolitary	Час все обміркувати…	"Zeit, darüber nachzudenken."	Réfléchis à tes actes...	Hora de pensárselo...	Пришло время все обдумать...	Pensa a ciò che hai fatto...	该考虑考虑了……	そこでじっくり考えろ…			
&Text.Guard.CharacterAttacking	Настав час тебе покласти	"Zeit, dass du erledigt wirst."	Il est temps d'en finir avec toi.	Es hora de que te derriben.	Пришло время тебя опустить	È ora di abbatterti	该把你打倒在地了	おねんねの時間だ			
&Text.NPC.MedicDismissFromInfirmary	Час виписуватися	"Zeit, zu gehen."	"Allez, on s'en va !"	Hora de irse.	Пришло время проверки	Fammi controllare	下班时间到	退院の時間だ			
&Text.Inmates.Banter	Потягни за палець	Zieh den Finger.	Tire sur ce doigt.	Tírame del dedo.	Дерни мой палец	Tirami il dito	拉我的手指	この指を引っ張ってみ			
&Text.Guard.Naked	Одягни щось, $name!	"Zieh dir was an, $name!"	"Trouve-toi des vêtements, $name !"	"¡Ponte algo, $name!"	"Надень на себя что-нибудь, $name!"	"Mettiti dei vestiti, $name!"	$name ， 穿上衣服！ 	服を着ろっての、 $name！			
&Text.Guard.CharacterKnockedOut	Ціль знешкоджено!	Ziel erledigt!	Cible abattue !	¡Objetivo abatido!	Цель снята!	Obiettivo a terra!	目标已倒下！ 	対象を制圧！			
&Text.Inmates.CombatEnded	Ціль знешкоджено	Ziel erledigt.	Cible abattue.	¡Objetivo abatido!	Цель снята	Obiettivo a terra	目标已倒下	ターゲット死亡だ			
&Text.Guards.CombatEnded	Ціль знищено	Ziel erledigt.	Cible abattue.	¡Objetivo abatido!	Цель снята	Obiettivo a terra	目标已倒下	対象を制圧			
&Text.Guard.Heat	Ціль помічено!	Ziel gesichtet!	Cible en vue !	¡Objetivo a la vista!	Цель захвачена!	Obiettivo in vista!	发现目标！ 	対象を発見！			
&Text.Guard.SpottedWantedCharacter	Ціль помічено!	Ziel gesichtet!	Cible en vue !	¡Objetivo a la vista!	Цель захвачена!	Obiettivo in vista!	发现目标！ 	ターゲットを発見！			
&Text.Guards.MaxPrisonAlertnessSpotted	ЦІЛЬ ЗНАЙДЕНО	ZIEL GESICHTET.	CIBLE REPÉRÉE.	¡OBJETIVO A LA VISTA!	ЦЕЛЬ ЗАХВАЧЕНА!	OBIETTIVO IN VISTA	发现目标	ターゲットを視認			
&Text.Player.ActionInmate	Це вже занадто	Ziemlich daneben.	C'en est trop.	Fuera de lugar.	Выйди из шеренги	Questo è troppo	太过分了	一線を越えたな			
&Text.Inmates.PlayerRep1	Зникни	Zisch ab.	Détale.	Piérdete.	Вали	Sparisci	滚开	うせろっての			
&Text.NPC.Gardener	Ах ти йолоп!	Zu Recht gestutzt!	Quelle taille !	¡Pasa podrida!	Ну ты зануда!	"Oh, perfetto!"	哦， 你会修建枝叶！ 	ああ、 バカどもが！			
&Text.GuardAlert.Disguise	Занадто тихо, як на мене	Zu still für meinen Geschmack.	C'est trop calme à mon goût.	Muy tranquilo para mi gusto.	Как-то слишком тихо	Troppo silenzio...	安静得让我不舒服	妙に静かすぎる…			
&Text.NPC.Medic	На щастя, він пішов під білу березу	Zum Glück gab das Herz auf.	"Heureusement, il est mort."	Por suerte se murió.	"К счастью, он скончался"	Per fortuna è morto	幸运的是他断气了	あの男は死んで幸いだったよ			
&Text.Inmates.DetachedFromEquipment	Якого біса?	Zum Teufel?	Bordel !	¿Qué...?	Что за?..	Che diamine?	搞什么？	なんだぁ？			
&Text.NPC.Gardener	Не пожимай мені тут плечима!	Zupf nicht mit den Achseln!	Ne hausse pas les épaules !	No te encojas de hombros.	Нечего пожимать плечами!	Non scrollare le spalle!	不许耸肩！ 	あきらめたらそこで終わりだ！			
&Text.NPC.MedicCarrying	Йду!	Zur Seite!	Chaud devant !	"¡Paso, paso!"	Прорвемся!	Arrivo!	借过！ 	通してくれ！			
&Text.Inmates.Showers	Відійшов, а то в харю отримаєш	Zurück oder du fängst dir eine.	Recule ou je t'en mets une.	Retrocede o te meto una leche.	"Назад, или получишь"	Spostati o le prenderai	退后， 不然我就揍你	下がれ、 殴るぞ			
&Text.NPC.Maintenance	Оце насвинячили	Zusammengeflickt.	Réparé.	Lo he clavado.	Сляпал кое-как	Aggiustato	胡乱修好了	一時しのぎだ			
&Text.Guards.RollCallMain	Ану зібрались, люди!	"Zusammenreißen, Leute!"	"Ressaisissez-vous, les gars !"	¡Vamos a concentrarnos!	"Соберитесь, люди!"	Un po' di contegno!	大家打起精神来！ 	チンタラするな！			
